"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"hsa-mir-135a-1",4.12573978457116,-0.642180653925295,0.323988917929177,0.0363439897980763,0.0439357286114055
"hsa-mir-135a-2",4.74778330862948,-0.760778274489877,0.323990995102796,0.0132391119729139,0.016671474336262
"hsa-mir-135b",104.959745448907,3.42763619607188,0.25769473283209,9.74196840870504e-42,9.93680777687914e-41
"hsa-mir-136",121.73219528462,-0.0695113732713524,0.129563695486232,0.577814597407996,0.594123880399351
"hsa-mir-137",1.71225603099166,3.90867536374382,0.504246090928176,2.22180476205156e-11,5.5005846050791e-11
"hsa-mir-138-1",3.17333258251158,1.7840000788333,0.311188125174114,1.65870231720619e-09,3.66207005097471e-09
"hsa-mir-138-2",2.22872022504842,2.08456719265668,0.32821722406511,4.07800957850404e-11,9.95112385185196e-11
"hsa-mir-139",455.636849661509,-3.18317770603339,0.120909824302742,1.8471841076961e-153,9.42063894925012e-151
"hsa-mir-140",2901.62882107168,-1.04899217061668,0.106283201273678,2.65416153768683e-23,1.15694220873529e-22
"hsa-mir-141",4218.91856252848,2.18714646032081,0.141594242198741,3.27041615447013e-54,6.94963432824904e-53
"hsa-mir-142",7492.05511945761,2.1859897006009,0.139474792069309,8.81494143297017e-56,2.0434636958249e-54
"hsa-mir-143",170127.296536142,-1.16994958032617,0.109971800702255,3.66704905290828e-28,1.98956916700343e-27
"hsa-mir-144",564.494227078365,-3.17064589366159,0.188686860205616,5.01609424946163e-64,1.3464252985397e-62
"hsa-mir-145",8846.4335914226,-2.36427184424085,0.110057822811544,5.72388774754498e-103,4.86530458541323e-101
"hsa-mir-1468",29.9214079349955,-0.61756043478419,0.142122885617914,1.12126090888543e-05,1.85062480107304e-05
"hsa-mir-146a",435.252869209238,0.882249118745944,0.130742799191238,9.1497592304474e-12,2.35675616541827e-11
"hsa-mir-146b",1889.94046385435,0.478080225980955,0.105767821781076,5.91454641483848e-06,9.95517713388656e-06
"hsa-mir-147b",2.95471548087558,2.83901370117058,0.274242863304294,1.49136930588496e-26,7.45684652942481e-26
"hsa-mir-148a",138210.839537672,1.05240346672228,0.104996670012824,1.42780500392737e-22,6.06817126669133e-22
"hsa-mir-148b",475.951277152378,1.14515580018123,0.0761162193666927,1.72642638768101e-51,3.26102762117524e-50
"hsa-mir-149",320.637642487323,0.625762539587915,0.173877859820154,0.000250619551071901,0.000363113554109856
"hsa-mir-150",2895.08369698338,0.21755866311255,0.162252502290433,0.176893803714239,0.200846973228861
"hsa-mir-151a",6243.77787924129,0.529443939996016,0.0784077854157375,2.2154117735259e-11,5.5005846050791e-11
"hsa-mir-151b",6.07019507564859,-0.656387722825749,0.104557926387409,3.25912805006968e-10,7.62456562172265e-10
"hsa-mir-152",740.030164584788,-0.157833583911178,0.0853476045055114,0.0612582659510764,0.0728245119698111
"hsa-mir-153-1",4.58671304673145,0.904473017136979,0.223684069503906,0.0140960478637061,0.0177068581539165
"hsa-mir-153-2",80.6156193688703,0.747015352579134,0.17201919437526,0.0323362113931356,0.0394532722739214
"hsa-mir-154",26.8296969923373,-0.558539776033256,0.133497975815269,2.42074458029736e-05,3.85806167484892e-05
"hsa-mir-155",1129.02913747785,1.64403809932847,0.119402766397014,1.89025501978324e-43,2.14228902242101e-42
"hsa-mir-15a",323.001959472551,0.652269861460576,0.0701811924023956,1.24559550661218e-20,4.92444735172259e-20
"hsa-mir-15b",688.240549566905,0.927241034588113,0.125999590370151,1.12743810169991e-13,3.14204061129483e-13
"hsa-mir-16-1",913.227491531549,0.442673436285123,0.104376547072782,2.22242534943072e-05,3.56426706984172e-05
"hsa-mir-16-2",929.602511317489,0.438248175543518,0.104384532874551,2.85782747217994e-05,4.52637270438438e-05
"hsa-mir-17",2177.43675547941,1.5653241581206,0.125761354204687,1.34926036918255e-35,9.42633956552193e-35
"hsa-mir-181a-1",2628.00911254875,0.701827426997487,0.0988946084969525,1.02650693493573e-12,2.76993934823927e-12
"hsa-mir-181a-2",4477.57981525604,0.442647668216264,0.0853802201943209,1.95657634310539e-07,3.76548654710848e-07
"hsa-mir-181b-1",541.418809984916,1.53316894231043,0.114031381955413,2.55074001505837e-41,2.5016873224611e-40
"hsa-mir-181b-2",486.808837044829,1.44149107237027,0.118550929593514,2.79694956988704e-34,1.82877471877229e-33
"hsa-mir-181c",314.999493102851,1.16973297351508,0.134669843810375,1.65265331285417e-18,5.77296705175088e-18
"hsa-mir-181d",83.1761612951763,1.31967888452765,0.158805385936296,3.36653147496924e-17,1.12955990278573e-16
"hsa-mir-182",81310.8794743729,1.89545855053675,0.125724888556104,1.89953905984781e-50,3.45987471615137e-49
"hsa-mir-183",34737.6277591905,2.7627527688863,0.127492315610176,1.06956081951055e-103,1.09095203590076e-101
"hsa-mir-184",57.8025109402412,4.19827587873292,0.28611116971814,1.57767177126239e-37,1.21911000506639e-36
"hsa-mir-185",168.994297513988,0.176825635122781,0.0907155827787634,0.0503882830830184,0.0601827268673053
"hsa-mir-186",1017.51709290622,0.0638074498304201,0.0780119870236358,0.42271090580599,0.446340707993902
"hsa-mir-187",122.013173154902,3.37964441341822,0.246240439475074,3.95849990891811e-44,4.69496500825171e-43
"hsa-mir-188",8.67904853662009,1.84672661423497,0.149463028337267,2.17937567143466e-35,1.5020021519347e-34
"hsa-mir-18a",46.4512340395746,2.06665737269023,0.16197066719529,7.6228939008003e-38,6.07449357720024e-37
"hsa-mir-18b",1.83652369721631,0.882198209407537,0.230154166943537,0.00666963129647914,0.00863327908935118
"hsa-mir-190a",14.5279346506399,-0.741441827838049,0.0986494404476327,5.02718685625014e-14,1.4323269813897e-13
"hsa-mir-190b",26.0255759847072,2.50152797076601,0.264548231038291,2.60752622528288e-22,1.09003145483137e-21
"hsa-mir-191",2393.79364141251,1.01761723440462,0.0982715794622117,2.12175064433787e-25,9.83720753283919e-25
"hsa-mir-192",1173.79167694827,1.43812579010967,0.101889012027868,1.02792783277061e-45,1.34421331977695e-44
"hsa-mir-193a",1780.08455977881,-1.25539507020572,0.0918572980857214,6.82745828441631e-43,7.4085185639411e-42
"hsa-mir-193b",354.640972026077,-0.116120276978335,0.117174573151581,0.311702555896799,0.337512321671693
"hsa-mir-194-1",215.240096968532,0.276067917214604,0.0862894089012412,0.00132538647708171,0.00185190987208677
"hsa-mir-194-2",236.943207419848,0.330401109024863,0.083732517240514,7.45160642672793e-05,0.00011516119023125
"hsa-mir-195",189.998448180601,-1.6284745697365,0.0955146732547486,1.3993029850601e-65,3.9646917910036e-64
"hsa-mir-196a-1",573.185745015808,2.73020702117355,0.184165188088213,2.12961142105139e-50,3.74517870598693e-49
"hsa-mir-196a-2",656.604967058736,2.54715075143049,0.182039901245595,1.72839533091213e-45,2.20370404691296e-44
"hsa-mir-196b",1219.99921172337,0.777133140003517,0.156645889921854,4.91374671880883e-07,9.11276664215456e-07
"hsa-mir-197",1141.29687358164,0.067234295078863,0.0930738550778057,0.47079766019251,0.493032457285791
"hsa-mir-1976",26.9419116967353,0.18762685662459,0.110617375869896,0.0882414677992161,0.102746914560731
"hsa-mir-199a-1",6030.90418565314,0.0829755158723238,0.0978321033755051,0.40481181502625,0.428327854073418
"hsa-mir-199a-2",10123.7584169295,0.122477175039578,0.0959584832908117,0.287566912070623,0.314045235880124
"hsa-mir-199b",13112.9222118512,0.0855339300945264,0.0947360790065106,0.654127168078556,0.669889268514184
"hsa-mir-19a",94.7370732651837,1.64254064416899,0.144779992376865,2.10056086476917e-30,1.21737050117304e-29
"hsa-mir-19b-1",235.827366343746,0.769362732979435,0.112521195375058,5.70982938803182e-12,1.48572091219195e-11
"hsa-mir-19b-2",209.67809707063,0.678451093586506,0.115345535148586,3.0701225111799e-09,6.606592745577e-09
"hsa-mir-200a",2122.83480853609,2.05670034101644,0.141138798704378,3.44234612088811e-48,5.48623913016543e-47
"hsa-mir-200b",1575.42863430109,1.53688232092955,0.141692817519692,5.76735955028052e-28,3.09616144278217e-27
"hsa-mir-200c",25605.7804128242,1.37204889718849,0.13282025357099,1.76551751079579e-25,8.33716602320233e-25
"hsa-mir-202",3.09458971429698,1.02186986616054,0.193340849200984,6.78999189834323e-10,1.53906483029113e-09
"hsa-mir-203a",20167.7871478872,2.45332433801001,0.190264051301315,5.88638405399215e-38,4.76516804370793e-37
"hsa-mir-203b",184.571147793207,2.83468829339059,0.21612508862626,1.63284987186495e-40,1.51409715391113e-39
"hsa-mir-204",27.8601113978541,-2.25051660931174,0.187626443791325,2.81553783015982e-50,4.7864143112717e-49
"hsa-mir-205",11210.4802031283,-1.23768133433719,0.215698121168224,4.77326253407945e-09,1.00593549271922e-08
"hsa-mir-206",8.08525429441813,-4.56911716729023,0.450710687830591,0.0673827934558996,0.0795491311632149
"hsa-mir-20a",761.379106653039,1.13085370667055,0.128993194434117,8.73530240515837e-19,3.13732692016251e-18
"hsa-mir-20b",100.513889909231,1.65325637783057,0.19474466811411,5.18856359111031e-10,1.1866221665768e-09
"hsa-mir-21",487275.503346621,1.95057062650937,0.0878218307872186,3.32160114555591e-102,2.42002369176216e-100
"hsa-mir-210",1854.32159565351,3.47023397554178,0.166474407037534,1.03824916199068e-97,6.61883840769057e-96
"hsa-mir-2110",7.36616767333095,-0.355366131635733,0.132574135923754,0.00620231379685215,0.00806933682753723
"hsa-mir-2114",1.84286835093478,2.35015402729447,0.346038078428532,1.48633086522795e-12,3.94806636076173e-12
"hsa-mir-2115",3.43260425001682,0.941130873204743,0.33057709802492,0.310732191811952,0.337177484732119
"hsa-mir-2116",2.07360746222919,0.197275772933675,0.170264694554295,0.2410607805931,0.26726303935322
